품목코드,품목명,품목분류명,"재고

or주문재",정찰제 정보,"1단가

(VIP)","2단가

(쇼핑)",3단가,4단가,--,"[최근]

단가변동일","[최근]

재고조사일"
(1)800텐텐지,◈텐텐지 (건축용 보양재) 1.8M*85M,철물부자재,재고,,"26,400","27,300","30,900","31,800",,조정 24/11/27,
(1)800톱날265대,◈톱날 265mm (국산/대건) [1봉(3개입)],철물부자재,재고,,"9,700","11,400","12,000","12,700",,조정 24/5/30,
(1)800톱날300대,◈톱날 300mm (국산/대건) [1봉(3개입)],철물부자재,재고,,"10,500","12,300","12,700","13,600",,조정 24/5/30,
(1)800톱날330대,◈톱날 330mm (국산/대건) [1봉(3개입)],철물부자재,재고,,"10,500","12,300","12,700","13,600",,조정 24/5/30,
(1)800톱날A265타,◈톱날 265mm (일제/타지마)[1봉(3개입)],철물부자재,재고,"15000 별도
13 / 28 / 35 / 40","17,000","19,200","20,000","21,000",,조정 25/8/12,
(1)800톱날A300타,◈톱날 300mm (일제/타지마)[1봉(3개입)],철물부자재,재고,17100 별도<br>13 / 28 / 35 / 40,"19,400","22,000","23,000","24,000",,조정 25/8/12,
(1)800톱날A330타,◈톱날 330mm (일제/타지마)[1봉(3개입)],철물부자재,재고,17100 별도<br>13 / 28 / 35 / 40,"19,400","22,000","23,000","24,000",,조정 25/8/12,
(1)800톱대,◈톱대 (손잡이) 권총형,철물부자재,재고,,"3,600","4,100","4,500","4,500",,조정 24/6/17,
(1)800퍼티20,◈마스터 퍼티 (내부용/20KG) 大,철물부자재,재고,,"12,500","15,300","16,400","17,300",,조정 24/2/25,
(1)800퍼티5,◈마스터 퍼티 (내부용/5KG) 小,철물부자재,재고,,"5,300","6,500","6,800","7,300",,조정 24/2/25,
(1)800평붓2,◈평붓 2인치,철물부자재,재고,,600,800,900,"1,100",,조정 24/9/21,실사 25/12/23
(1)800평붓3,◈평붓 3인치,철물부자재,재고,,"1,000","1,300","1,500","1,600",,조정 24/9/21,
(1)800평붓4,◈평붓 4인치,철물부자재,재고,,"1,200","1,500","1,700","1,800",,조정 24/9/21,
(1)800평붓5,◈평붓 5인치,철물부자재,재고,,"1,400","1,800","2,000","2,300",,조정 24/9/21,
(1)800플로3,◈플로베니아 (PVC보양재) 3T*900*1800,철물부자재,재고,,"2,000","2,200","2,400","2,500",,조정 24/4/12,
(1)800피스다보,◈피스다보 (판매용),철물부자재,재고,,120,200,200,200,,,
(1)800피스톤630,◈피스톤 - 630,철물부자재,재고,,"5,900","7,000","7,700","7,700",,인상 23/9/6,
(1)800피스톤CT64,◈피스톤 - CT64N,철물부자재,재고,,"17,300","20,000","21,800","21,800",,인상 23/9/6,
(1)800피스톤F30,◈피스톤 - F30,철물부자재,재고,,"3,200","4,000","4,500","4,500",,조정 23/9/6,
(1)800하폼건월드1,◈월드폼[좋은폼] ☞(건용폼 / 우레탄폼)☞,철물부자재,재고,"2300 별도
30 / 70 / 75 / 80","3,000","4,000","4,100","4,200",,인상 25/8/26,실사 25/12/23
(1)800하폼건월드2,◈월드폼본드 B2 (접착용 / 건용),철물부자재,재고,"4500 별도
30 / 45 / 55 / 65","5,900","6,600","7,000","7,500",,신규 25/4/23,실사 25/12/23
(1)800하폼건월드3,◈스프레이폼 (월드폼/ 단열폼 / 건용),철물부자재,재고,"5800 별도
20 / 35 / 45 / 55","7,000","7,900","8,500","9,000",,신규 25/4/28,실사 25/12/23
(1)800하폼건월드4,◈스피드폼 (월드폼/ 건용),철물부자재,재고,"5100 별도
20 / 35 / 45 / 55","6,200","6,900","7,400","8,000",,신규 25/4/28,실사 25/12/23
(1)800하폼건월드5,◈티탄 방화폼 B1 (월드폼),철물부자재,재고,"8100 별도
18 / 30 / 40 / 50","9,600","10,500","11,500","12,000",,조정 26/2/9,실사 25/12/31
(1)800하폼건월드8,◈[일회용폼!!] 월드폼[좋은폼] (우레탄폼),철물부자재,재고,"2300 별도
30 / 70 / 75 / 80","3,000","4,000","4,100","4,200",,인상 25/9/12,실사 25/12/23
(1)800하폼건월드9,◈☞폼건☜ 월드폼 251 (우레탄폼건),철물부자재,재고,"8000 별도
35 / 60 / 70 / 80","10,800","12,800","13,500","14,500",,신규 25/4/28,실사 25/4/29
(1)800하폼크리너,◈폼 크리너 (폼건 세척제),철물부자재,재고,,"3,200","3,800","4,200","4,500",,조정 24/10/7,실사 25/4/29
(1)800핫멜트1심,◈핫멜트 심 (접착제/1봉 25개),철물부자재,재고,,"4,400","4,900","5,200","5,400",,조정 24/10/31,
(1)800핫멜트건,◈핫멜트 건 ☞(고급 총)☞,철물부자재,재고,,"15,300","17,000","18,200","18,600",,조정 24/8/24,
(1)800핫팩,◈핫팩 [대형 160g],철물부자재,재고,,650,700,800,800,,신규 25/12/8,
(1)800행가노출2,◈노출형행가 (노출형/흑색/양댐퍼) 2M,철물부자재,재고,,"120,000","140,000","150,000","154,500",,,
(1)800행가레일2,◈행가레일(사륜용) 2M (32*32),철물부자재,재고,,"16,000","19,500","20,000","21,000",,,
(1)800행가양댐30,◈반자동행가 로라셋트(양댐퍼) N30 [도어폭700이상],철물부자재,재고,"24500 별도
20 / 30 / 45 / 60","29,500","32,000","36,000","39,000",,인하 25/3/19,실사 25/12/23
(1)800행가양댐50,◈반자동행가 로라셋트(양댐퍼) N50 [도어폭900이상],철물부자재,재고,"34000 별도
20 / 30 / 45 / 60","40,700","44,000","49,000","54,000",,인상 26/2/3,
(1)800행가양댐80,◈반자동행가 로라셋트(양댐퍼) N80 [도어폭900이상],철물부자재,재고,"36850 별도
20 / 30 / 45 / 60","44,500","48,000","54,000","59,000",,인하 25/3/19,
(1)800행가하부촉,◈행가레일(사륜) 아연가이드(하부촉),철물부자재,재고,,"1,800","2,300","2,700","2,700",,,
(1)800헤라대,◈실리콘마감용 헤라 (대),철물부자재,재고,,"1,400","1,800","2,000","2,200",,조정 24/3/19,
(1)800헤라소,◈실리콘마감용 헤라 (소),철물부자재,재고,,"1,400","1,800","2,000","2,200",,조정 24/3/19,
(1)800헤라중,◈실리콘마감용 헤라 (중),철물부자재,재고,,"1,400","1,800","2,000","2,200",,조정 24/3/19,
(1)800호스10,◈파워호스 ∮8.0 [10 미터],철물부자재,재고,,"10,600","12,300","12,700","13,600",,인상 24/1/29,
(1)800호스20,◈파워호스 ∮8.0 [20 미터],철물부자재,재고,,"16,200","18,800","19,500","20,500",,인상 24/1/29,
(1)800호스30,◈파워호스 ∮8.0 [30 미터],철물부자재,재고,,"23,200","27,000","27,700","29,500",,인상 24/1/29,
(1)800호차30,◈오메가 호차(30mm),철물부자재,재고,,"1,600","1,900","2,100","2,200",,,
(1)A100뉴송11317,◈뉴송 39*51*3600(1.3*1.7) 폼다루끼 [단],뉴송,재고,"1140 별도 / 15116 별도/단
12 / 22 / 26 / 30","17,000","18,500","19,000","19,600",,인상 26/3/4,실사 25/12/23
(1)A100뉴송21727,◈뉴송 51*81*3600(1.7*2.7) 정재투바이,뉴송,재고,"1130 별도 / 5187 별도/개
13 / 25 / 30 / 34","5,900","6,500","6,800","7,000",,인상 26/3/4,실사 25/12/23
(1)A100뉴송32727,◈뉴송 81*81*3600(2.7*2.7) 산승각,뉴송,재고,"1110 별도 / 8092 별도/개
13 / 25 / 30 / 34","9,200","10,200","10,600","10,800",,인상 26/3/4,실사 25/12/23
2026/03/06  오후 5:45:36,,,,,,,,,,,
